PARENT_ACCOUNT_NUMBER,ACCOUNT_NUMBER,INSTANCE_STATUS,SUPPORT_STATUS,ITEMNO,ITEM_DESCRIPTION,SUPPORT_ITEMNO,PRODLINE,PRODFAMILY,PLATFORM,CONTRACT_NUMBER,CONTRACT_ID,CONTRACT_ORGID,CONTRACT_ORG,CONTRACT_INV_ORGID,CONTRACT_INV_ORG,CUST_PO_NUMBER,PRICE_UNIT,CURRENCY_CODE,START_DATE,END_DATE,SVC_LINE_ID,INSTANCE_ID,QUOTE,SELLING_PRICE,CURRENT_EXPRN_DATE,NEW_EXPRN_DATE,STUDENT_COUNT,CONTRACT_MONTHS,NEW_PRICE_START_DATE,NEW_YRLY_PRICE,NEW_MTHLY_PRICE,UPLIFT_PCT,RENEWAL_OPP_TYPE,SOLD_TO_ORG_ID,INVOICE_TO_ORG_ID,SHIP_TO_ORG_ID,ORDER_NUMBER,ITEM_ID,DESCRIPTION,OWNER_CUSTOMER,PARENT_CUSTOMER,SOLDTO_NUM,SOLDTO_CUSTOMER,BILLTO_NUM,BILLTO_CUSTOMER,SHIPTO_NUM,SHIPTO_CUSTOMER,RN,AUTO_RENEWAL,PER_STUDENT_PRICE,CON_LINE_LAST_UPDATED
3902349,3902350,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716222,7657282,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,BELTON PREP ACAD,CHARTER INSTITUTE AT ERSKINE,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3902349,3902351,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716223,7362193,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,VIRTUS ACAD OF S CAROLINA,CHARTER INSTITUTE AT ERSKINE,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902355,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716224,40456293,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,CHARLESTON ACCELERATION ACAD,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3945892,3902356,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716225,7521818,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,CHERRY PK-LANG IMMERSION,ROCK HILL SCH DIST- YORK 3,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3900130,3902357,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716226,8384937,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,RIDGE SPRING-MONETTA HIGH SCH,AIKEN CO SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3937125,3902359,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716227,7362286,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,BEECHWOOD MDL SCH,LEXINGTON CO SCH DIST 1,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3925698,3902361,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716228,8384981,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,CATAWBA RIDGE HIGH SCH,FT MILL SCH DIST-YORK 4,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3954920,3902362,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716229,7364592,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,ANDERSON DIST 1 AND 2 ADULT ED,ANDERSON CO SCH DIST 1,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3923080,3902365,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716230,40456296,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,EDGEFIELD CONS SCH DIST ALT PROGRAM,EDGEFIELD CO SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901693,3902366,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716231,40456297,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,EVAL AND DETENTION CTR,SC DEPT JUVENILE JUSTICE,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902367,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716232,40456298,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,ODYSSEY ONLINE LRNG,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3902349,3902370,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716233,7656651,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,SUMMIT CLASSICAL SCH,CHARTER INSTITUTE AT ERSKINE,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3902349,3902371,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716234,7657175,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,LEGION COLLEGIATE ACAD,CHARTER INSTITUTE AT ERSKINE,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3902349,3902372,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716235,8384976,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,CLEAR DOT CHARTER SCH,CHARTER INSTITUTE AT ERSKINE,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3902470,3902373,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716236,40456291,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,ANDERSON INST OF TECHNOLOGY,ANDERSON SCH DIST 5,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902374,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716237,40518282,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,GREEN CHARTER SCH-SPARTANBURG,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3929876,3902379,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716238,7653654,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,FOUNTAIN INN HIGH SCH,GREENVILLE CO SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3925698,3902380,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716239,7657233,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,RIVER TRAIL ELEM SCH,FT MILL SCH DIST-YORK 4,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3925698,3902381,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716240,7362231,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,KINGS TOWN ELEM SCH,FT MILL SCH DIST-YORK 4,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3900050,3902384,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716241,7657166,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,LUCY GARRETT BECKHAM HIGH SCH,CHARLESTON CO S D,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3900050,3902386,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716242,7657212,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,N CHARLESTON CTR ADV STUDIES,CHARLESTON CO S D,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3900050,3902387,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716243,7362338,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,EAST COOPER CTR ADV STUDIES,CHARLESTON CO S D,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902388,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716244,7625973,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,BUTLER ACAD,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3902349,3902389,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716245,8385021,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,CHEROKEE CHARTER ACAD,CHARTER INSTITUTE AT ERSKINE,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3936480,3902390,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716246,7387355,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,BAY RD ELEM SCH,DARLINGTON CO SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3936480,3902391,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716247,7387367,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,LAMAR-SPAULDING ELEM SCH,DARLINGTON CO SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3936656,3902404,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716248,8384975,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,INDIAN LAND INTERM SCH,LANCASTER CO SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3925698,3902407,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716249,7380763,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,FOREST CRK MDL SCH,FT MILL SCH DIST-YORK 4,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3903132,3902408,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716250,7462255,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,PINEY WOODS ELEM SCH,LEXINGTON CO DIST 5,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902410,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716251,7504909,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,RENAISSANCE COLLEGIATE ACAD,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902411,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716252,12501047,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,LIBERTY STEAM CHARTER SCH,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902412,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716253,25563706,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,COMPASS ACAD,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902413,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716254,7462193,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,GREEN CHARTER SCH-LOWCOUNTRY,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902414,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716255,7364596,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,LEARN4LIFE-CHARLESTON,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
3901703,3902415,Latest,ACTIVE,46703A,DISTRICT MEMBER TEXTBOOK MANAGER LICENSE,73144P,TEXTBOOK MANAGER,DESTINY DISTRICT MEMBER,ONPREM,W1059445,11252404,83,FSS,85,FSS,SC RENEWAL 23/24,215.9,USD,9/1/2023,8/31/2024,82716256,7657228,7702019,17.99167,8/31/2024,8/31/2025,,12,,215.9,17.99167,0,DOMESTIC,56637,161278,161280,2474995,6227,DESTINY DISTRICT MEMBER TEXTBOOK LICENSE RENEWAL,LOWCOUNTRY ACCELERATION ACAD,SC PUB CHARTER SCH DIST,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,3900028,SC OFFICE INSTRUCT MATERIALS,1,M,,9/1/2023
